surah,muqattaat_letters,current_total_letters,previous_total_letters,all_previous_total_letters,next_total_letters,all_after_total_letters,current_count_ا,previous_count_ا,all_previous_count_ا,next_count_ا,all_after_count_ا,current_ratio_ا,previous_ratio_ا,all_previous_ratio_ا,next_ratio_ا,all_after_ratio_ا,vs_previous_diff_ا,vs_all_previous_diff_ا,vs_next_diff_ا,vs_all_after_diff_ا,current_count_ح,previous_count_ح,all_previous_count_ح,next_count_ح,all_after_count_ح,current_ratio_ح,previous_ratio_ح,all_previous_ratio_ح,next_ratio_ح,all_after_ratio_ح,vs_previous_diff_ح,vs_all_previous_diff_ح,vs_next_diff_ح,vs_all_after_diff_ح,current_count_ر,previous_count_ر,all_previous_count_ر,next_count_ر,all_after_count_ر,current_ratio_ر,previous_ratio_ر,all_previous_ratio_ر,next_ratio_ر,all_after_ratio_ر,vs_previous_diff_ر,vs_all_previous_diff_ر,vs_next_diff_ر,vs_all_after_diff_ر,current_count_س,previous_count_س,all_previous_count_س,next_count_س,all_after_count_س,current_ratio_س,previous_ratio_س,all_previous_ratio_س,next_ratio_س,all_after_ratio_س,vs_previous_diff_س,vs_all_previous_diff_س,vs_next_diff_س,vs_all_after_diff_س,current_count_ص,previous_count_ص,all_previous_count_ص,next_count_ص,all_after_count_ص,current_ratio_ص,previous_ratio_ص,all_previous_ratio_ص,next_ratio_ص,all_after_ratio_ص,vs_previous_diff_ص,vs_all_previous_diff_ص,vs_next_diff_ص,vs_all_after_diff_ص,current_count_ط,previous_count_ط,all_previous_count_ط,next_count_ط,all_after_count_ط,current_ratio_ط,previous_ratio_ط,all_previous_ratio_ط,next_ratio_ط,all_after_ratio_ط,vs_previous_diff_ط,vs_all_previous_diff_ط,vs_next_diff_ط,vs_all_after_diff_ط,current_count_ع,previous_count_ع,all_previous_count_ع,next_count_ع,all_after_count_ع,current_ratio_ع,previous_ratio_ع,all_previous_ratio_ع,next_ratio_ع,all_after_ratio_ع,vs_previous_diff_ع,vs_all_previous_diff_ع,vs_next_diff_ع,vs_all_after_diff_ع,current_count_ق,previous_count_ق,all_previous_count_ق,next_count_ق,all_after_count_ق,current_ratio_ق,previous_ratio_ق,all_previous_ratio_ق,next_ratio_ق,all_after_ratio_ق,vs_previous_diff_ق,vs_all_previous_diff_ق,vs_next_diff_ق,vs_all_after_diff_ق,current_count_ك,previous_count_ك,all_previous_count_ك,next_count_ك,all_after_count_ك,current_ratio_ك,previous_ratio_ك,all_previous_ratio_ك,next_ratio_ك,all_after_ratio_ك,vs_previous_diff_ك,vs_all_previous_diff_ك,vs_next_diff_ك,vs_all_after_diff_ك,current_count_ل,previous_count_ل,all_previous_count_ل,next_count_ل,all_after_count_ل,current_ratio_ل,previous_ratio_ل,all_previous_ratio_ل,next_ratio_ل,all_after_ratio_ل,vs_previous_diff_ل,vs_all_previous_diff_ل,vs_next_diff_ل,vs_all_after_diff_ل,current_count_م,previous_count_م,all_previous_count_م,next_count_م,all_after_count_م,current_ratio_م,previous_ratio_م,all_previous_ratio_م,next_ratio_م,all_after_ratio_م,vs_previous_diff_م,vs_all_previous_diff_م,vs_next_diff_م,vs_all_after_diff_م,current_count_ن,previous_count_ن,all_previous_count_ن,next_count_ن,all_after_count_ن,current_ratio_ن,previous_ratio_ن,all_previous_ratio_ن,next_ratio_ن,all_after_ratio_ن,vs_previous_diff_ن,vs_all_previous_diff_ن,vs_next_diff_ن,vs_all_after_diff_ن,current_count_ه,previous_count_ه,all_previous_count_ه,next_count_ه,all_after_count_ه,current_ratio_ه,previous_ratio_ه,all_previous_ratio_ه,next_ratio_ه,all_after_ratio_ه,vs_previous_diff_ه,vs_all_previous_diff_ه,vs_next_diff_ه,vs_all_after_diff_ه,current_count_ي,previous_count_ي,all_previous_count_ي,next_count_ي,all_after_count_ي,current_ratio_ي,previous_ratio_ي,all_previous_ratio_ي,next_ratio_ي,all_after_ratio_ي,vs_previous_diff_ي,vs_all_previous_diff_ي,vs_next_diff_ي,vs_all_after_diff_ي
20,ط ه,5454,3979,173844,5153,155849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,636,17,612,0.005317198386505317,0.003267152550892184,0.0036584524056050252,0.003299049097613041,0.0039268779395440455,0.002050045835613133,0.0016587459809002916,0.002018149288892276,0.0013903204469612714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,149,7770,263,6866,0.03942060872753942,0.037446594621764265,0.04469524401187271,0.05103823015718999,0.04405546394266245,0.0019740141057751556,-0.005274635284333293,-0.011617621429650567,-0.004634855215123031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ط س م,5663,3912,204116,4845,125368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,81,3625,94,2297,0.016598975807875685,0.020705521472392636,0.01775950929863411,0.01940144478844169,0.01832205985578457,-0.0041065456645169515,-0.0011605334907584253,-0.002802468980566006,-0.001723084047908885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,764,28,479,0.006003884866678439,0.0028118609406952966,0.0037429696839052303,0.005779153766769866,0.0038207517069746666,0.0031920239259831426,0.002260915182773209,0.00022473109990857332,0.0021831331597037726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,243,16289,396,9978,0.08511389722761788,0.062116564417177916,0.07980266123184855,0.08173374613003095,0.07958968795864974,0.02299733281043996,0.005311235995769326,0.0033801510975869226,0.005524209268968142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,ط س,4845,5663,209779,6011,120523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,3719,102,2203,0.01940144478844169,0.016598975807875685,0.017728180609117215,0.016968890367659292,0.018278668801805464,0.002802468980566006,0.001673264179324476,0.0024325544207823985,0.001122775986636227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,798,20,451,0.005779153766769866,0.006003884866678439,0.0038040032605742235,0.0033272334054233904,0.003742024343901164,-0.00022473109990857332,0.0019751505061956424,0.0024519203613464755,0.002037129422868702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,ط س م,6011,4845,214624,4384,114512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,94,3813,70,2101,0.016968890367659292,0.01940144478844169,0.017765953481437304,0.015967153284671534,0.018347422104233617,-0.0024325544207823985,-0.000797063113778012,0.001001737082987758,-0.0013785317365743247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,826,17,431,0.0033272334054233904,0.005779153766769866,0.003848591024302967,0.0038777372262773723,0.003763797680592427,-0.0024519203613464755,-0.0005213576188795766,-0.0005505038208539819,-0.0004365642751690368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,396,17167,342,9124,0.07619364498419565,0.08173374613003095,0.07998639481139108,0.07801094890510948,0.07967723906664803,-0.005540101145835308,-0.003792749827195435,-0.0018173039209138375,-0.0034835940824523848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,ا ل م,4384,6011,220635,3524,110128,604,749,28542,415,14403,0.13777372262773724,0.12460489103310597,0.12936297504928956,0.1177639046538025,0.1307841784105768,0.013168831594631267,0.008410747578447675,0.020009817973934738,0.006989544217160443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,664,25305,392,12344,0.12568430656934307,0.11046414906005657,0.1146916853627031,0.1112372304199773,0.11208775243353189,0.0152201575092865,0.010992621206639963,0.014447076149365773,0.013596554135811179,342,458,17625,315,8782,0.07801094890510948,0.07619364498419565,0.07988306479026447,0.08938706015891033,0.0797435711172454,0.0018173039209138375,-0.0018721158851549846,-0.01137611125380085,-0.0017326222121359092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,ا ل م,3524,4384,225019,2209,106604,415,604,29146,284,13988,0.1177639046538025,0.13777372262773724,0.12952683995573708,0.12856496152105024,0.13121458857078533,-0.020009817973934738,-0.011762935301934577,-0.010801056867247735,-0.013450683916982828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,551,25856,296,11952,0.1112372304199773,0.12568430656934307,0.11490585239468667,0.1339972838388411,0.11211586807249259,-0.014447076149365773,-0.0036686219747093796,-0.022760053418863807,-0.0008786376525152934,315,342,17967,171,8467,0.08938706015891033,0.07801094890510948,0.07984659073233816,0.07741059302851969,0.07942478706239917,0.01137611125380085,0.009540469426572176,0.011976467130390647,0.009962273096511168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ا ل م,2209,3524,228543,1583,104395,284,415,29561,206,13704,0.12856496152105024,0.1177639046538025,0.12934546234187877,0.1301326595072647,0.13127065472484314,0.010801056867247735,-0.0007805008208285336,-0.0015676979862144502,-0.0027056932037929082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,392,26248,152,11656,0.1339972838388411,0.1112372304199773,0.11484928437974473,0.09602021478205938,0.11165285693759279,0.022760053418863807,0.01914799945909637,0.03797706905678172,0.022344426901248313,171,315,18282,156,8296,0.07741059302851969,0.08938706015891033,0.07999369921634003,0.09854706253948199,0.07946740744288519,-0.011976467130390647,-0.0025831061878203443,-0.021136469510962305,-0.0020568144143655043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,ا ل م,1583,2209,230752,5865,102812,206,284,29845,859,13498,0.1301326595072647,0.12856496152105024,0.12933799056996256,0.14646206308610402,0.131288176477454,0.0015676979862144502,0.0007946689373021232,-0.01632940357883933,-0.001155516970189313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,296,26544,711,11504,0.09602021478205938,0.1339972838388411,0.11503258909998614,0.12122762148337596,0.11189355328171809,-0.03797706905678172,-0.019012374317926753,-0.025207406701316576,-0.015873338499658704,156,171,18453,418,8140,0.09854706253948199,0.07741059302851969,0.07996897101650256,0.07127024722932651,0.07917363731860094,0.021136469510962305,0.01857809152297943,0.02727681531015548,0.01937342522088105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ي س,3092,3302,245149,3912,86906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,66,4339,72,1629,0.015523932729624839,0.019987886129618413,0.017699439932449244,0.018404907975460124,0.018744390490875198,-0.004463953399993574,-0.002175507202824405,-0.0028809752458352853,-0.003220457761250359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,219,16109,238,5650,0.06953428201811125,0.06632344033918837,0.06571105735695434,0.06083844580777096,0.06501277242077647,0.003210841678922882,0.003823224661156907,0.008695836210340292,0.004521509597334786
38,ص,3103,3912,252153,4948,79891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,1514,22,531,0.009668063164679342,0.008691206543967281,0.0060042910455160164,0.00444624090541633,0.006646555932457974,0.0009768566207120615,0.003663772119163326,0.005221822259263012,0.0030215072322213685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ح م,5177,4948,260204,3408,69766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,61,3193,47,889,0.01216920996716245,0.01232821341956346,0.012271141104671719,0.013791079812206572,0.012742596680331394,-0.00015900345240101033,-0.00010193113750926915,-0.001621869845044123,-0.0005733867131689444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,378,20773,274,5598,0.0730152598029747,0.07639450282942603,0.07983351524188713,0.08039906103286384,0.08023965828627125,-0.0033792430264513312,-0.0068182554389124295,-0.007383801229889145,-0.0072243984832965485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ح م,3408,5177,265381,3596,66358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,3256,52,842,0.013791079812206572,0.01216920996716245,0.012269152652224537,0.014460511679644048,0.012688748907441453,0.001621869845044123,0.0015219271599820356,-0.0006694318674374759,0.001102330904765119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,378,21151,298,5324,0.08039906103286384,0.0730152598029747,0.07970050606486523,0.0828698553948832,0.08023147171403598,0.007383801229889145,0.0006985549679986158,-0.0024707943620193573,0.00016758931882786265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,ح م ع س ق,3596,3408,268789,3643,62762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,3303,43,790,0.014460511679644048,0.013791079812206572,0.012288449304100986,0.011803458687894593,0.012587234313756732,0.0006694318674374759,0.0021720623755430626,0.002657052991749455,0.0018732773658873166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64,4769,71,1193,0.015016685205784204,0.018779342723004695,0.01774254154745916,0.019489431786988747,0.019008317134571875,-0.0037626575172204912,-0.0027258563416749544,-0.0044727465812045425,-0.003991631928787671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102,7597,121,1711,0.02753058954393771,0.02992957746478873,0.028263805438466603,0.03321438374965688,0.02726171887447819,-0.002398987920851022,-0.0007332158945288943,-0.00568379420571917,0.00026887066945952,58,81,5674,84,1304,0.016129032258064516,0.023767605633802816,0.021109494808195278,0.02305791929728246,0.020776903221694655,-0.007638573375738301,-0.004980462550130762,-0.006928887039217943,-0.004647870963630139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,274,21425,322,5026,0.0828698553948832,0.08039906103286384,0.07970936310637712,0.08838869063958277,0.08008030336828018,0.0024707943620193573,0.003160492288506081,-0.005518835244699566,0.002789552026603026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,ح م,3643,3596,272385,1493,59119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,3355,15,747,0.011803458687894593,0.014460511679644048,0.012317124658112598,0.010046885465505693,0.012635531724149596,-0.002657052991749455,-0.0005136659702180048,0.0017565732223888998,-0.0008320730362550034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,298,21723,148,4704,0.08838869063958277,0.0828698553948832,0.07975108761495676,0.09912926992632284,0.07956832828701432,0.005518835244699566,0.008637603024626003,-0.010740579286740076,0.008820362352568445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
